id_pvt_service,id_pvt_user,fullname_user,name_service,category,experience,type_service,type_cost,cost,type_money,business_days,open,close,country,country_name,state,state_name,city,city_name,description,image,status,date,date_update
SER9942549AWXWYGCVIC,US8173536RZEOKPQER,Oscar Ceballos Tijeras,Doctor Simons,Health Sector,1,in situ,equipment,4481,MXN,Mi,12:00,19:00,142,NULL,2441,NULL,28041,NULL,Consultas medicas,9.jpg,Active,2018-03-09 10:50:00,2018-03-09 10:50:00
SER9986125TFWYDKHVIC,US9469656NJDBNLOER,Walter Montreal Montreal,Doctor Simons,Health Sector,3,face to face,week,7553,USD,J,09:00,16:00,142,NULL,2441,NULL,28041,NULL,Consultas medicas,3.jpg,Active,2018-03-10 10:50:00,2018-03-10 10:50:00
SER1069680OOOFUKNVIC,US3472110PHEIYCIER,Norma Leon Jerez,Doctores CAMP,Health Sector,5,office,week,9963,USD,S,15:00,22:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,11.jpg,Active,2018-03-11 10:50:00,2018-03-11 10:50:00
SER2000161LBEADICVIC,US8948592TWVBUEVER,Diana Perez Benitez,Doctores CAMP,Health Sector,5,other,hour,2050,USD,D,13:00,20:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,10.jpg,Active,2018-03-12 10:50:00,2018-03-12 10:50:00
SER2598387MUVTHQJVIC,US8028849AZCASNXER,Alejandra Castillo Lainez,Doctores CAMP,Health Sector,4,other,week,8108,EUR,"L,Mi",14:00,21:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,18.jpg,Active,2018-03-13 10:50:00,2018-03-13 10:50:00
SER4298527RYMRTGLVIC,US7094877TCYYINAER,Carlos Bolanos Molina,Doctores CAMP,Health Sector,4,in situ,contract,4894,MXN,"L,Ma",14:00,21:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,7.jpg,Active,2018-03-14 10:50:00,2018-03-14 10:50:00
SER4777405KGLUWTXVIC,US1021809OIVUUEOER,Juan Montalvo Peralta,Doctores CAMP,Health Sector,1,in situ,week,6742,USD,"L,J",07:00,14:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,15.jpg,Active,2018-03-15 10:50:00,2018-03-15 10:50:00
SER7974805BNRZTWXVIC,US6641348BRNENDNER,Marcos Montreal Ospina,Doctores CAMP,Health Sector,5,in situ,week,4042,USD,"L,V",10:00,17:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,2.jpg,Active,2018-03-16 10:50:00,2018-03-16 10:50:00
SER8076668HPWOSXMVIC,US6273658QVKTBGPER,Saul Tijeras Prado,Doctores CAMP,Health Sector,5,face to face,month,916,USD,"L,S",11:00,18:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,16.jpg,Active,2018-03-17 10:50:00,2018-03-17 10:50:00
SER8135146HQECKEXVIC,US6459943CHLETEGER,Wanda Duarte Lainez,Doctores CAMP,Health Sector,4,in situ,project,9183,USD,"L,D",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,2.jpg,Active,2018-03-18 10:50:00,2018-03-18 10:50:00
SER8759778JTNBMNNVIC,US3293624RNZBXGPER,Teresa Britos Molina,Doctores CAMP,Health Sector,4,in situ,day,4460,MXN,"Ma,Mi",14:00,21:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,6.jpg,Active,2018-03-19 10:50:00,2018-03-19 10:50:00
SER9787613ASNFYNMVIC,US6674631YDDGJQNER,Virginia Ledezma Larios,Doctores CAMP,Health Sector,2,other,week,8883,USD,"L,Ma,Mi",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Te atendemos como te mereces,9.jpg,Active,2018-03-20 10:50:00,2018-03-20 10:50:00
SER1048847IKELSOAVIC,US4360389IKAYXEEER,Walter Ortega Sandoval,Enfermera,Health Sector,2,from distance,workingDay,9173,USD,"L,Ma,Mi,J",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,13.jpg,Active,2018-03-21 10:50:00,2018-03-21 10:50:00
SER2119830DUHQOOSVIC,US7517581MJFDLUCER,Lorenzo Larios Jerez,Enfermera,Health Sector,4,in situ,project,9600,MXN,L,07:00,14:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,6.jpg,Active,2018-03-22 10:50:00,2018-03-22 10:50:00
SER2693762CVFJJHKVIC,US1885768DEJZELDER,Irma Lima Montes,Enfermera,Health Sector,5,face to face,project,4963,EUR,Ma,13:00,20:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,1.jpg,Active,2018-03-23 10:50:00,2018-03-23 10:50:00
SER2835126AQICKQMVIC,US7232339CWUISTKER,Lorenzo Larios Lucas,Enfermera,Health Sector,1,all,month,1173,USD,Mi,08:00,15:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,18.jpg,Active,2018-03-24 10:50:00,2018-03-24 10:50:00
SER2919600QUJKVSVVIC,US6476128SJUKBKTER,German Salas Otero,Enfermera,Health Sector,3,office,fifteen days,8809,EUR,J,07:00,14:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,14.jpg,Active,2018-03-25 10:50:00,2018-03-25 10:50:00
SER3213998OJYEEQNVIC,US9040707ZZYDVJGER,Martha Alvarez Oca,Enfermera,Health Sector,3,in situ,day,2170,USD,S,08:00,15:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,12.jpg,Active,2018-03-26 10:50:00,2018-03-26 10:50:00
SER3556275XILDDRJVIC,US5318051JAYHGSWER,Victoria Castillo Ceballos,Enfermera,Health Sector,2,face to face,project,4767,EUR,D,10:00,17:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,7.jpg,Active,2018-03-27 10:50:00,2018-03-27 10:50:00
SER3765003NSQYNHQVIC,US9639517UONBSLOER,Tony Puebla Mejia,Enfermera,Health Sector,5,face to face,project,8802,USD,"L,Mi",10:00,17:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,16.jpg,Active,2018-03-28 10:50:00,2018-03-28 10:50:00
SER3890474UKIOBGQVIC,US5449900LCOADJVER,Virginia Montalvo Ortega,Enfermera,Health Sector,4,office,day,3525,EUR,"L,Ma",14:00,21:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,19.jpg,Active,2018-03-29 10:50:00,2018-03-29 10:50:00
SER4086285RVOVFFJVIC,US2247793JTWCFSBER,Alejandra Puebla Peralta,Enfermera,Health Sector,1,from distance,day,284,MXN,"L,J",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,8.jpg,Active,2018-03-30 10:50:00,2018-03-30 10:50:00
SER4581071CVNAOQSVIC,US3537358IGNJKDVER,America Castillo Mejia,Enfermera,Health Sector,2,from distance,equipment,1892,MXN,"L,V",12:00,19:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,9.jpg,Active,2018-03-31 10:50:00,2018-03-31 10:50:00
SER4808015TIFPNLDVIC,US5992516OAPZOAGER,Oscar Ortega Duarte,Enfermera,Health Sector,2,in situ,equipment,1653,MXN,"L,S",09:00,16:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,2.jpg,Active,2018-04-01 10:50:00,2018-04-01 10:50:00
SER5391892FDOHEJYVIC,US9434224VDCHXKDER,Martin Lima Tijeras,Enfermera,Health Sector,5,other,day,4035,USD,"L,D",08:00,15:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,17.jpg,Active,2018-04-02 10:50:00,2018-04-02 10:50:00
SER5634188YXLAWHWVIC,US1778763PPBMTSPER,Paco Beltran Avila,Enfermera,Health Sector,1,office,day,4079,EUR,"Ma,Mi",08:00,15:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,11.jpg,Active,2018-04-03 10:50:00,2018-04-03 10:50:00
SER6073165NGXQOJWVIC,US1612271WVJSHWTER,Vince Prado Alvarez,Enfermera,Health Sector,1,other,repair,7980,MXN,"L,Ma,Mi",12:00,19:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,17.jpg,Active,2018-04-04 10:50:00,2018-04-04 10:50:00
SER6161101PFUFMGEVIC,US7105173MINXLDQER,Alejandro Duarte Fernandez,Enfermera,Health Sector,5,other,month,7366,EUR,"L,Ma,Mi,J",09:00,16:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,1.jpg,Active,2018-04-05 10:50:00,2018-04-05 10:50:00
SER7167662JWQYYWPVIC,US3568205ZADFFTQER,William Lozada Ramirez,Enfermera,Health Sector,1,all,week,2389,USD,L,14:00,21:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,1.jpg,Active,2018-04-06 10:50:00,2018-04-06 10:50:00
SER7211877LKWIMOSVIC,US6567324HXXNRZIER,Fatima Martinez Beltran,Enfermera,Health Sector,1,from distance,day,9632,MXN,Ma,08:00,15:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,2.jpg,Active,2018-04-07 10:50:00,2018-04-07 10:50:00
SER7725772XAOKEAFVIC,US5768754PHZMYYSER,Vicky Molina Briones,Enfermera,Health Sector,2,face to face,fifteen days,6143,MXN,Mi,11:00,18:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,18.jpg,Active,2018-04-08 10:50:00,2018-04-08 10:50:00
SER8169852VJERSUOVIC,US8155699YEHULORER,Walter Ledezma Otero,Enfermera,Health Sector,5,other,project,1067,EUR,J,07:00,14:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,20.jpg,Active,2018-04-09 10:50:00,2018-04-09 10:50:00
SER8342468MDWTBAOVIC,US9846726IDFVANTER,Ignacio Avila Ortega,Enfermera,Health Sector,1,from distance,hour,5210,MXN,S,11:00,18:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,12.jpg,Active,2018-04-10 10:50:00,2018-04-10 10:50:00
SER8914855KSXIMJFVIC,US5045865FKDOMSLER,Sara Oca Ramirez,Enfermera,Health Sector,4,all,day,9300,EUR,D,07:00,14:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,13.jpg,Active,2018-04-11 10:50:00,2018-04-11 10:50:00
SER9365634PBCEWCXVIC,US1576068RLBVTGFER,Pedro Leon Martinez,Enfermera,Health Sector,4,office,fifteen days,1128,MXN,"L,Mi",08:00,15:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,12.jpg,Active,2018-04-12 10:50:00,2018-04-12 10:50:00
SER9470095HRRFHKCVIC,US4743310UBGPPMTER,Helena Martinez Oca,Enfermera,Health Sector,3,face to face,fifteen days,2224,USD,"L,Ma",07:00,14:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,4.jpg,Active,2018-04-13 10:50:00,2018-04-13 10:50:00
SER9491574FHVFIWBVIC,US1810766NDFHWPXER,Sam Avila Briones,Enfermera,Health Sector,3,in situ,week,2879,USD,"L,J",11:00,18:00,142,NULL,2441,NULL,28041,NULL,Se cuidan adultos de la tercera edad,15.jpg,Active,2018-04-14 10:50:00,2018-04-14 10:50:00
SER1119763CXPCRFVVIC,US1683696UNZDVIAER,Lorenzo Avila Salas,Especialista en Construccion,Building,3,office,contract,6958,MXN,"L,V",13:00,20:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,4.jpg,Active,2018-04-15 10:50:00,2018-04-15 10:50:00
SER1720200XEGKZTEVIC,US5076071MYHQRUBER,Charly Ramirez Hernandez,Especialista en Construccion,Building,2,face to face,day,408,MXN,"L,S",10:00,17:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,11.jpg,Active,2018-04-16 10:50:00,2018-04-16 10:50:00
SER1804128YZESSZKVIC,US7331935NSXZSXTER,Gabriela Castillo Montalvo,Especialista en Construccion,Building,1,in situ,repair,4879,MXN,"L,D",15:00,22:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,15.jpg,Active,2018-04-17 10:50:00,2018-04-17 10:50:00
SER2135541IJBJYCXVIC,US8626024SNJUGANER,Irma Puebla Beltran,Especialista en Construccion,Building,5,office,contract,6680,MXN,"Ma,Mi",10:00,17:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,18.jpg,Active,2018-04-18 10:50:00,2018-04-18 10:50:00
SER2336326BYPCBLPVIC,US1732202XLAWOVVER,Perla Montreal Larios,Especialista en Construccion,Building,2,from distance,repair,8447,EUR,"L,Ma,Mi",15:00,22:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,16.jpg,Active,2018-04-19 10:50:00,2018-04-19 10:50:00
SER2719407XILMWDLVIC,US1943010VOCBEZUER,Francisco Larios Sandoval,Especialista en Construccion,Building,5,in situ,project,9347,USD,"L,Ma,Mi,J",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,16.jpg,Active,2018-04-20 10:50:00,2018-04-20 10:50:00
SER2838503FMKUVZGVIC,US2505580SNRYNBYER,Armando Jerez Alvarez,Especialista en Construccion,Building,5,other,project,7654,EUR,L,09:00,16:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,2.jpg,Active,2018-04-21 10:50:00,2018-04-21 10:50:00
SER4316337LJVYVBVVIC,US3648808UZZBYLBER,Teddy Martinez Lucas,Especialista en Construccion,Building,4,all,project,2619,USD,Ma,15:00,22:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,7.jpg,Active,2018-04-22 10:50:00,2018-04-22 10:50:00
SER5141363ODPLKOCVIC,US2163818FTGKLRKER,Enrique Islas Lima,Especialista en Construccion,Building,4,office,contract,4607,EUR,Mi,12:00,19:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,9.jpg,Active,2018-04-23 10:50:00,2018-04-23 10:50:00
SER5231204STOOKYNVIC,US3860196AMMCPXWER,Oscar Ortega Juarez,Especialista en Construccion,Building,5,other,hour,5399,EUR,J,14:00,21:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,6.jpg,Active,2018-04-24 10:50:00,2018-04-24 10:50:00
SER5264410RFZYHIYVIC,US1831059JWZDXSSER,Carla Garza Duarte,Especialista en Construccion,Building,5,other,day,1088,EUR,S,16:00,23:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,11.jpg,Active,2018-04-25 10:50:00,2018-04-25 10:50:00
SER6077452QOTIJVJVIC,US3536894DMOWRIPER,Sofia Montalvo Lima,Especialista en Construccion,Building,2,all,equipment,9730,USD,D,08:00,15:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,4.jpg,Active,2018-04-26 10:50:00,2018-04-26 10:50:00
SER6088848SZBXCYIVIC,US9878803GMJWTIPER,Hanna Lucas Jerez,Especialista en Construccion,Building,1,all,month,2554,EUR,"L,Mi",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,20.jpg,Active,2018-04-27 10:50:00,2018-04-27 10:50:00
SER6103973ZKGGYEMVIC,US7154912BSWHVEBER,Nicole Britos Hernandez,Especialista en Construccion,Building,2,face to face,repair,7514,USD,"L,Ma",12:00,19:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,11.jpg,Active,2018-04-28 10:50:00,2018-04-28 10:50:00
SER6120065TMXRHCEVIC,US8820161GWWIQNFER,Teddy Juarez Montreal,Especialista en Construccion,Building,5,face to face,fifteen days,295,USD,"L,J",12:00,19:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,10.jpg,Active,2018-04-29 10:50:00,2018-04-29 10:50:00
SER6489155DDZRLBGVIC,US7180427USWPGUZER,Sebastian Otero Montes,Especialista en Construccion,Building,2,in situ,workingDay,5064,EUR,"L,V",11:00,18:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,9.jpg,Active,2018-04-30 10:50:00,2018-04-30 10:50:00
SER8688540ZTNBVEXVIC,US4012254CYYNJEOER,Beatriz Huerta Castillo,Especialista en Construccion,Building,1,from distance,fifteen days,4584,EUR,"L,S",15:00,22:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,3.jpg,Active,2018-05-01 10:50:00,2018-05-01 10:50:00
SER9775760MSPTPOOVIC,US2017854SVNUFHJER,Jose Lozada Bolanos,Especialista en Construccion,Building,5,other,contract,9328,MXN,"L,D",08:00,15:00,142,NULL,2441,NULL,28041,NULL,Constructor especializado en interiores como en exteriores,16.jpg,Active,2018-05-02 10:50:00,2018-05-02 10:50:00
SER1110158JHCZUQMVIC,US4520379RNQWKJGER,Nicole Ledezma Bolanos,Guia Turista,Tourism,1,in situ,week,1264,EUR,"Ma,Mi",13:00,20:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,14.jpg,Active,2018-05-03 10:50:00,2018-05-03 10:50:00
SER1439921LFDZQSPVIC,US7856197DKZFJTIER,Fatima Tijeras Ospina,Guia Turista,Tourism,2,all,hour,9393,EUR,"L,Ma,Mi",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,14.jpg,Active,2018-05-04 10:50:00,2018-05-04 10:50:00
SER1566689BQFTLHQVIC,US2991373ELKFDDOER,Sergio Molina Bolanos,Guia Turista,Tourism,5,from distance,repair,5602,EUR,"L,Ma,Mi,J",10:00,17:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,11.jpg,Active,2018-05-05 10:50:00,2018-05-05 10:50:00
SER1672182VCYQENGVIC,US9098024XWWISJHER,German Duarte Montalvo,Guia Turista,Tourism,4,office,project,8199,USD,L,14:00,21:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,18.jpg,Active,2018-05-06 10:50:00,2018-05-06 10:50:00
SER2415511IDLLMXUVIC,US8090252TGMYEQLER,Helena Hernandez Prado,Guia Turista,Tourism,5,from distance,month,8360,EUR,Ma,13:00,20:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,20.jpg,Active,2018-05-07 10:50:00,2018-05-07 10:50:00
SER2595474RRFLHDFVIC,US2673193JWYJFBFER,Perla Leon Prado,Guia Turista,Tourism,5,all,project,8223,USD,Mi,13:00,20:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,2.jpg,Active,2018-05-08 10:50:00,2018-05-08 10:50:00
SER2700073REHFHMOVIC,US4918050ZWNSZAYER,Enrique Peralta Lainez,Guia Turista,Tourism,5,other,project,8980,EUR,J,10:00,17:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,8.jpg,Active,2018-05-09 10:50:00,2018-05-09 10:50:00
SER2714747LFVUMRKVIC,US1218014LKDVUUZER,Wilfred Larios Castillo,Guia Turista,Tourism,1,in situ,hour,7284,USD,S,16:00,23:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,13.jpg,Active,2018-05-10 10:50:00,2018-05-10 10:50:00
SER3122250HQVRUILVIC,US2187435VPBXOMDER,Rebecca Montalvo Garza,Guia Turista,Tourism,4,face to face,repair,5334,MXN,D,14:00,21:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,16.jpg,Active,2018-05-11 10:50:00,2018-05-11 10:50:00
SER3256916OUWHWWHVIC,US7138575JHGJNKXER,Victor Larios Sanchez,Guia Turista,Tourism,4,from distance,week,6203,MXN,"L,Mi",07:00,14:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,7.jpg,Active,2018-05-12 10:50:00,2018-05-12 10:50:00
SER3272505LXMOUYGVIC,US8350429RJXMDXFER,Martha Ceballos Larios,Guia Turista,Tourism,1,from distance,fifteen days,7894,EUR,"L,Ma",13:00,20:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,10.jpg,Active,2018-05-13 10:50:00,2018-05-13 10:50:00
SER3435744IZVPJZMVIC,US4124018AYMXEGXER,Kevin Huerta Oca,Guia Turista,Tourism,2,in situ,project,208,EUR,"L,J",07:00,14:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,15.jpg,Active,2016-05-14 10:50:00,2016-05-14 10:50:00
SER3491632RIVYANAVIC,US9076277RCZVJUNER,Alejandra Sandoval Jerez,Guia Turista,Tourism,2,from distance,workingDay,5583,MXN,"L,V",10:00,17:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,11.jpg,Active,2016-05-15 10:50:00,2016-05-15 10:50:00
SER3542785EOWFHEDVIC,US2298847IGBMQJPER,German Montreal Larios,Guia Turista,Tourism,2,face to face,repair,1520,EUR,"L,S",13:00,20:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,11.jpg,Active,2016-05-16 10:50:00,2016-05-16 10:50:00
SER3657754FKQCGUOVIC,US5858964SSWRKGYER,Hector Briones Jimenez,Guia Turista,Tourism,1,from distance,equipment,6993,MXN,"L,D",15:00,22:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,14.jpg,Active,2016-05-17 10:50:00,2016-05-17 10:50:00
SER3862921MOXJUSUVIC,US7562238YSXSQQDER,Dionisio Rafael Baron,Guia Turista,Tourism,3,from distance,contract,2996,MXN,"Ma,Mi",15:00,22:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,15.jpg,Active,2016-05-18 10:50:00,2016-05-18 10:50:00
SER3884154YTQPZNZVIC,US7104370CWMSLUAER,Teddy Lima Peralta,Guia Turista,Tourism,5,face to face,month,9656,EUR,"L,Ma,Mi",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,7.jpg,Active,2016-05-19 10:50:00,2016-05-19 10:50:00
SER4057727TMZUTMDVIC,US3842080IRNVBQQER,Rose Ortega Prado,Guia Turista,Tourism,3,in situ,hour,867,EUR,"L,Ma,Mi,J",09:00,16:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,6.jpg,Active,2016-05-20 10:50:00,2016-05-20 10:50:00
SER4203069VULYXFAVIC,US9945718NHRAPLPER,Diana Perez Benitez,Guia Turista,Tourism,2,office,day,7798,MXN,L,15:00,22:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,4.jpg,Active,2016-05-21 10:50:00,2016-05-21 10:50:00
SER4373337UMOQPVXVIC,US8629878CZWHZFQER,Ramiro Avila Montalvo,Guia Turista,Tourism,5,in situ,fifteen days,758,EUR,Ma,16:00,23:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,14.jpg,Active,2016-05-22 10:50:00,2016-05-22 10:50:00
SER4588448MQPLXQVVIC,US1124075THJMNVNER,Paula Islas Beltran,Guia Turista,Tourism,1,from distance,project,5900,EUR,Mi,11:00,18:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,19.jpg,Active,2016-05-23 10:50:00,2016-05-23 10:50:00
SER4887332BKLXLPLVIC,US7537815ASBPGKIER,Paola Montreal Mejia,Guia Turista,Tourism,5,face to face,repair,7577,EUR,J,09:00,16:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,6.jpg,Active,2016-05-24 10:50:00,2016-05-24 10:50:00
SER5043339UCIGXQXVIC,US4466893BLMULGBER,Marcos Jerez Martinez,Guia Turista,Tourism,4,from distance,repair,5539,USD,S,08:00,15:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,19.jpg,Active,2016-05-25 10:50:00,2016-05-25 10:50:00
SER5076409WZGFNGVVIC,US9965007ZREHRZLER,Julia Larios Duarte,Guia Turista,Tourism,5,face to face,week,818,EUR,D,11:00,18:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,6.jpg,Active,2016-05-26 10:50:00,2016-05-26 10:50:00
SER5136355IIVKISWVIC,US4494365HBCHAPFER,Teddy Ceballos Otero,Guia Turista,Tourism,2,in situ,project,9959,EUR,"L,Mi",10:00,17:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,11.jpg,Active,2016-05-27 10:50:00,2016-05-27 10:50:00
SER5152272UVXUNXEVIC,US1232655PHPEZNMER,Vince Peralta Alvarez,Guia Turista,Tourism,3,all,fifteen days,5325,EUR,"L,Ma",09:00,16:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,19.jpg,Active,2016-05-28 10:50:00,2016-05-28 10:50:00
SER5356567BVKZYAXVIC,US8390477YUGLUPCER,Ana Huerta Jimenez,Guia Turista,Tourism,5,in situ,contract,3729,MXN,"L,J",15:00,22:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,5.jpg,Active,2016-05-29 10:50:00,2016-05-29 10:50:00
SER5500929ASXLYOYVIC,US4505403RVFOPQZER,Gabriela Duarte Salas,Guia Turista,Tourism,5,from distance,day,298,MXN,"L,V",14:00,21:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,20.jpg,Active,2016-05-30 10:50:00,2016-05-30 10:50:00
SER5527541GKNOUILVIC,US2008453TOVSUICER,Nicole Castillo Jimenez,Guia Turista,Tourism,2,office,repair,1586,USD,"L,S",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,13.jpg,Active,2016-05-31 10:50:00,2016-05-31 10:50:00
SER5619806DUCBMWXVIC,US9500082YSHJETDER,Tobias Prado Islas,Guia Turista,Tourism,4,from distance,contract,5921,USD,"L,D",08:00,15:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,9.jpg,Active,2016-06-01 10:50:00,2016-06-01 10:50:00
SER5702296AOPYLXPVIC,US1901760YBXWHEHER,Sam Larios Huerta,Guia Turista,Tourism,4,office,workingDay,437,EUR,"Ma,Mi",14:00,21:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,14.jpg,Active,2016-06-02 10:50:00,2016-06-02 10:50:00
SER5821585SQZNPLWVIC,US2492288ITEBEUSER,Dionisio Prado Ledezma,Guia Turista,Tourism,3,all,repair,5409,EUR,"L,Ma,Mi,J,V",15:00,22:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,6.jpg,Active,2016-06-03 10:50:00,2016-06-03 10:50:00
SER6034753LJHOLZTVIC,US7116026SZFNYTDER,Carolina Larios Avila,Guia Turista,Tourism,4,all,workingDay,7500,EUR,"L,Ma,Mi,J,V,S",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,19.jpg,Active,2016-06-04 10:50:00,2016-06-04 10:50:00
SER6359221MVNFEXMVIC,US5837716IJESYQUER,Eduardo Montalvo Larios,Guia Turista,Tourism,2,from distance,repair,7939,MXN,"L,Ma,Mi,J,V,S,D",16:00,23:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,5.jpg,Active,2016-06-05 10:50:00,2016-06-05 10:50:00
SER6490409FGCHSOAVIC,US1535039XNZYABUER,Armando Peralta Ospina,Guia Turista,Tourism,1,office,project,6819,MXN,"L,Ma,Mi,J,V,S,D",14:00,21:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,4.jpg,Active,2016-06-06 10:50:00,2016-06-06 10:50:00
SER6573922YIIOYVYVIC,US5490333DFXAMXYER,Nicole Prado Lainez,Guia Turista,Tourism,4,other,workingDay,5847,USD,"L,Ma,Mi,J,V,S,D",08:00,15:00,142,NULL,2441,NULL,28041,NULL,Guia en el estado de Cancun,8.jpg,Active,2016-06-07 10:50:00,2016-06-07 10:50:00
